,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
104,37,2,1040,1,2,2,1,1,139,3,1,100,2,2,0,4,2,5163,15850,5,0,1,14,3,4,80,1,17,2,4,1,0,0,0
925,42,0,603,1,7,4,5,1,1292,2,0,78,4,2,7,2,1,2372,5628,6,0,0,16,3,4,80,0,18,2,3,1,0,0,0
305,36,2,1105,1,24,4,1,1,419,2,0,47,3,2,2,2,1,5674,6927,7,0,1,15,3,3,80,1,11,3,3,9,8,0,8
630,22,0,1230,1,1,2,1,1,872,4,1,33,2,2,1,4,1,4775,19146,6,0,1,22,4,1,80,2,4,2,1,2,2,2,2
1171,40,0,1329,1,7,3,1,1,1649,1,1,73,3,1,2,1,0,2166,3339,3,0,0,14,3,2,80,0,10,3,1,4,2,0,3
1143,45,2,336,2,26,3,4,1,1612,1,1,52,2,2,3,1,1,4385,24162,1,0,1,15,3,1,80,1,10,2,3,10,7,4,5
119,43,1,394,2,26,2,1,1,158,3,1,92,3,4,8,4,1,16959,19494,1,0,0,12,3,4,80,2,25,3,4,25,12,4,12
404,28,0,1300,1,17,2,5,1,536,3,1,79,3,2,2,1,2,4558,13535,1,0,1,12,3,4,80,1,10,2,3,10,0,1,8
1297,26,0,920,0,20,2,5,1,1818,4,0,69,3,1,5,2,1,2148,6889,0,0,0,11,3,3,80,0,6,3,3,5,1,1,4
1106,30,0,740,2,1,3,1,1,1562,2,1,64,2,2,3,1,1,9714,5323,1,0,1,11,3,4,80,1,10,4,3,10,8,6,7
907,44,0,1099,2,5,3,4,1,1267,2,1,88,3,5,8,2,1,18213,8751,7,0,1,11,3,3,80,1,26,5,3,22,9,3,10
1212,34,0,678,1,19,3,1,1,1701,2,0,35,2,1,7,4,1,2929,20338,1,0,1,12,3,2,80,0,10,3,3,10,9,8,7
495,27,0,1420,2,2,1,4,1,667,3,1,85,3,1,6,1,2,3041,16346,0,0,1,11,3,2,80,1,5,3,3,4,3,0,2
918,51,1,237,2,9,3,1,1,1282,4,1,83,3,5,8,2,2,19847,19196,4,0,0,24,4,1,80,1,31,5,2,29,10,11,10
944,28,2,1476,1,1,3,1,1,1315,3,0,55,1,2,2,4,1,6674,16392,0,0,1,11,3,1,80,3,10,6,3,9,8,7,5
1229,40,0,369,1,8,2,1,1,1724,2,0,92,3,2,1,1,1,6516,5041,2,0,0,16,3,2,80,1,18,3,3,1,0,0,0
860,22,1,1256,1,3,4,1,1,1203,3,1,48,2,1,7,4,1,2853,4223,0,0,0,11,3,2,80,1,1,5,3,0,0,0,0
238,32,0,1401,2,4,2,1,1,330,3,0,56,3,1,6,2,1,3931,20990,2,0,1,11,3,1,80,1,6,5,3,4,3,1,2
1388,32,2,1146,1,15,4,5,1,1955,3,0,34,3,2,0,4,2,6667,16542,5,0,1,18,3,2,80,1,9,6,3,5,1,1,2
488,42,0,622,1,2,4,1,1,659,3,0,81,3,2,0,4,1,4089,5718,1,0,1,13,3,2,80,2,10,4,3,10,2,2,2
662,20,0,500,2,2,3,5,1,922,3,0,49,2,1,6,3,0,2044,22052,1,0,1,13,3,4,80,0,2,3,2,2,2,0,2
700,58,0,289,1,2,3,2,1,977,4,1,51,3,1,7,3,0,2479,26227,4,0,1,24,4,1,80,0,7,4,3,1,0,0,0
620,35,0,1343,1,27,1,5,1,856,3,0,53,2,1,7,1,0,2559,17852,1,0,1,11,3,4,80,0,6,3,2,6,5,1,1
257,40,0,1416,1,2,2,5,1,352,1,1,49,3,5,4,3,2,19436,5949,0,0,1,19,3,4,80,1,22,5,3,21,7,3,9
98,58,0,682,2,10,4,5,1,131,4,1,37,3,4,3,3,0,13872,24409,0,0,1,13,3,3,80,0,38,1,2,37,10,1,8
56,35,1,853,2,18,5,1,1,74,2,1,71,3,3,3,1,1,9069,11031,1,0,1,22,4,4,80,1,9,3,2,9,8,1,8
542,38,0,168,1,1,3,1,1,743,3,0,81,3,3,1,3,0,7861,15397,4,0,0,14,3,4,80,0,10,4,4,1,0,0,0
29,46,0,705,2,2,4,4,1,38,2,0,83,3,5,8,1,0,18947,22822,3,0,1,12,3,4,80,0,22,2,2,2,2,2,1
778,46,0,1003,1,8,4,1,1,1080,4,0,74,2,2,7,1,2,4615,21029,8,0,0,23,4,1,80,3,19,2,3,16,13,1,7
718,45,2,248,1,23,2,1,1,1002,4,1,42,3,2,2,1,1,3633,14039,1,0,0,15,3,3,80,1,9,2,3,9,8,0,8
847,34,1,669,1,1,3,5,1,1184,4,1,97,2,2,0,1,0,5343,25755,0,0,1,20,4,3,80,0,14,3,3,13,9,4,9
399,31,0,329,1,1,2,1,1,530,4,1,98,2,1,2,1,1,2218,16193,1,0,1,12,3,3,80,1,4,3,3,4,2,3,2
1396,53,0,1168,2,24,4,1,1,1968,1,1,66,3,3,3,1,0,10448,5843,6,0,0,13,3,2,80,0,15,2,2,2,2,2,2
1122,29,0,1370,1,3,1,5,1,1586,2,1,87,3,1,2,1,0,4723,16213,1,0,0,18,3,4,80,0,10,3,3,10,9,1,5
251,39,1,505,1,2,4,2,1,343,3,0,64,3,3,0,3,0,10938,6420,0,0,1,25,4,4,80,0,20,1,3,19,6,11,8
344,35,0,1296,1,5,4,2,1,464,3,1,62,3,3,1,2,0,8095,18264,0,0,1,13,3,4,80,0,17,5,3,16,6,0,13
254,29,0,1247,2,20,2,4,1,349,4,1,45,3,2,3,4,2,6931,10732,2,0,1,14,3,4,80,1,10,2,3,3,2,0,2
663,21,0,1427,1,18,1,3,1,923,4,0,65,3,1,7,4,0,2693,8870,1,0,1,19,3,1,80,0,1,3,2,1,0,0,0
882,36,0,363,1,1,3,2,1,1237,3,0,77,1,3,1,1,2,10252,4235,2,0,0,21,4,3,80,1,17,2,3,7,7,7,7
146,30,0,1427,1,2,1,5,1,198,2,1,35,2,1,2,4,0,2720,11162,0,0,1,13,3,4,80,0,6,3,3,5,3,1,2
814,40,0,1308,1,14,3,5,1,1128,3,1,44,2,5,4,3,0,19626,17544,1,0,1,14,3,1,80,0,21,2,4,20,7,4,9
565,23,0,310,1,10,1,5,1,784,1,1,79,4,1,7,3,0,3505,19630,1,0,1,18,3,4,80,0,2,3,3,2,2,0,2
290,49,1,636,1,10,4,1,1,396,3,0,35,3,5,4,1,0,18665,25594,9,0,0,11,3,4,80,0,22,4,3,3,2,1,2
563,25,0,883,2,26,1,5,1,781,3,0,32,3,2,3,4,0,6180,22807,1,0,1,23,4,2,80,0,6,5,2,6,5,1,4
1140,44,0,1313,1,7,3,5,1,1608,2,0,31,3,5,4,4,2,19049,3549,0,0,0,14,3,4,80,1,23,4,2,22,7,1,10
845,40,1,902,1,26,2,5,1,1180,3,0,92,2,2,7,4,1,4422,21203,3,0,0,13,3,4,80,1,16,3,1,1,1,0,0
218,45,2,1052,2,6,3,5,1,302,4,0,57,2,3,3,4,0,8865,16840,6,0,1,12,3,4,80,0,23,2,3,19,7,12,8
643,42,0,1265,1,3,3,1,1,894,3,0,95,4,2,2,4,1,5231,23726,2,0,0,13,3,2,80,1,17,1,2,5,3,1,3
26,32,1,1125,1,16,1,1,1,33,2,0,72,1,1,7,1,0,3919,4681,1,0,0,22,4,2,80,0,10,5,3,10,2,6,7
793,28,0,895,1,15,2,1,1,1102,1,1,50,3,1,2,3,2,2207,22482,1,0,1,16,3,4,80,1,4,5,2,4,2,2,2
1263,42,0,855,1,12,3,5,1,1768,2,1,57,3,1,2,2,2,2766,8952,8,0,1,22,4,2,80,3,7,6,2,5,3,0,4
856,20,0,805,1,3,3,1,1,1198,1,1,87,2,1,2,3,0,3033,12828,1,0,1,12,3,1,80,0,2,2,2,2,2,1,2
713,45,0,974,1,1,4,5,1,996,4,0,91,3,1,2,4,2,2270,11005,3,0,1,14,3,4,80,2,8,2,3,5,3,0,2
1166,48,1,365,1,4,5,5,1,1644,3,1,89,2,4,8,4,1,15202,5602,2,0,1,25,4,2,80,1,23,3,3,2,2,2,2
1060,24,1,381,1,9,3,5,1,1494,2,1,89,3,1,2,1,0,3172,16998,2,0,0,11,3,3,80,0,4,2,2,0,0,0,0
745,55,1,135,1,18,4,5,1,1034,3,1,62,3,2,0,2,1,6385,12992,3,0,0,14,3,4,80,2,17,3,3,8,7,6,7
372,35,0,755,1,9,4,1,1,496,3,1,97,2,2,0,2,0,6540,19394,9,0,1,19,3,3,80,0,10,5,3,1,1,0,0
1206,26,2,786,1,7,3,5,1,1693,4,1,76,3,1,2,4,0,2570,11925,1,0,1,20,4,3,80,0,7,5,3,7,7,5,7
441,42,1,1474,1,5,2,3,1,591,2,1,97,3,1,2,3,1,2093,9260,4,0,1,17,3,4,80,1,8,4,3,2,2,2,0
1317,27,1,1297,1,5,2,1,1,1850,4,0,53,3,1,2,4,0,2379,19826,0,0,0,14,3,3,80,0,6,3,2,5,4,0,2
952,31,1,1060,2,1,3,1,1,1331,4,0,54,3,1,6,2,0,2302,8319,1,0,0,11,3,1,80,0,3,2,4,3,2,2,2
86,23,0,541,2,2,1,2,1,113,3,1,62,3,1,6,1,2,2322,9518,3,0,1,13,3,3,80,1,3,3,3,0,0,0,0
387,40,0,759,2,2,2,4,1,516,4,0,46,3,2,3,2,2,5715,22553,7,0,1,12,3,3,80,2,8,5,3,5,4,1,3
1186,35,1,880,2,12,4,3,1,1667,4,1,36,3,2,3,4,0,4581,10414,3,0,0,24,4,1,80,0,13,2,4,11,9,6,7
1193,38,1,148,1,2,3,5,1,1675,4,0,42,2,1,2,2,0,2440,23826,1,0,1,22,4,2,80,0,4,3,3,4,3,3,3
832,37,0,367,1,25,2,5,1,1161,3,0,52,2,2,0,4,2,5731,17171,7,0,1,13,3,3,80,2,9,2,3,6,2,1,3
888,35,2,1212,2,8,2,4,1,1243,3,0,78,2,3,3,4,1,10377,13755,4,0,0,11,3,2,80,1,16,6,2,13,2,4,12
249,45,1,1199,1,7,4,1,1,341,1,1,77,4,2,1,3,1,6434,5118,4,0,1,17,3,4,80,1,9,1,3,3,2,0,2
1386,26,0,157,1,1,3,5,1,1952,3,1,95,3,1,2,1,0,2867,20006,0,0,1,13,3,4,80,0,8,6,2,7,7,7,6
534,53,0,970,1,7,3,1,1,730,3,1,59,4,4,4,3,1,14814,13514,3,0,1,19,3,3,80,0,32,3,3,5,1,1,3
317,52,0,723,1,8,4,5,1,433,3,1,85,2,2,7,2,1,4941,17747,2,0,1,15,3,1,80,0,11,3,2,8,2,7,7
608,55,0,436,2,2,1,5,1,842,3,1,37,3,2,3,4,0,5160,21519,4,0,1,16,3,3,80,0,12,3,2,9,7,7,3
557,35,2,1225,1,2,4,1,1,771,4,0,61,3,2,0,1,2,5093,4761,2,0,1,11,3,1,80,1,16,2,4,1,0,0,0
1305,54,0,431,1,7,4,5,1,1830,4,0,68,3,2,7,4,1,6854,15696,4,0,1,15,3,2,80,1,14,2,2,7,1,1,7
17,22,2,1123,1,16,2,5,1,22,4,1,96,4,1,2,4,2,2935,7324,1,0,0,13,3,2,80,2,1,2,2,1,0,0,0
717,27,0,1134,1,16,4,2,1,1001,3,0,37,3,1,2,2,1,2811,12086,9,0,1,14,3,2,80,1,4,2,3,2,2,2,2
92,30,0,1334,2,4,2,5,1,121,3,0,63,2,2,3,2,2,5209,19760,1,0,0,12,3,2,80,3,11,4,2,11,8,2,7
1345,35,0,219,1,16,2,3,1,1886,4,0,44,2,2,1,2,1,4788,25388,0,0,0,11,3,4,80,0,4,2,3,3,2,0,2
579,34,0,121,1,2,4,5,1,804,3,0,86,2,1,7,1,0,4381,7530,1,0,1,11,3,3,80,0,6,3,3,6,5,1,3
1013,30,0,855,2,7,4,4,1,1428,4,0,73,3,2,3,1,2,4779,12761,7,0,1,14,3,2,80,2,8,3,3,3,2,0,2
192,35,0,556,1,23,2,1,1,261,2,1,50,2,2,1,3,1,5916,15497,3,0,0,13,3,1,80,0,8,1,3,1,0,0,1
1031,46,0,377,2,9,3,4,1,1457,1,1,52,3,3,3,4,2,10096,15986,4,0,1,11,3,1,80,1,28,1,4,7,7,4,3
145,30,0,201,1,5,3,2,1,197,4,0,84,3,1,7,1,2,3204,10415,5,0,1,14,3,4,80,1,8,3,3,3,2,2,2
283,55,0,147,1,20,2,2,1,389,2,1,37,3,2,2,4,1,5415,15972,3,0,0,19,3,4,80,1,12,4,3,10,7,0,8
1001,37,0,1462,1,11,3,5,1,1411,1,0,94,3,1,2,3,0,3629,19106,4,0,1,18,3,1,80,0,8,6,3,3,2,0,2
1236,36,0,1456,2,13,5,4,1,1733,2,1,96,2,2,3,1,2,6134,8658,5,0,0,13,3,2,80,3,16,3,3,2,2,2,2
763,34,0,1333,2,10,4,1,1,1055,3,0,87,3,1,6,3,1,2220,18410,1,0,0,19,3,4,80,1,1,2,3,1,1,0,0
292,31,1,444,2,5,3,4,1,399,4,0,84,3,1,6,2,2,2789,3909,1,0,1,11,3,3,80,1,2,5,2,2,2,2,2
208,40,2,1151,1,9,5,1,1,287,4,1,63,2,2,0,4,1,4876,14242,9,0,1,14,3,4,80,1,5,5,1,3,2,0,2
1326,32,0,414,2,2,4,4,1,1862,3,1,82,2,2,3,2,0,9907,26186,7,0,0,12,3,3,80,0,7,3,2,2,2,2,2
419,30,2,1400,1,3,3,1,1,562,3,1,53,3,1,2,4,1,2097,16734,4,0,1,15,3,3,80,1,9,3,1,5,3,1,4
502,53,0,238,2,1,1,5,1,682,4,0,34,3,2,3,1,0,8381,7507,7,0,1,20,4,4,80,0,18,2,4,14,7,8,10
175,56,0,713,1,8,3,1,1,241,3,0,67,3,1,7,1,2,4257,13939,4,0,0,18,3,3,80,1,19,3,3,2,2,2,2
111,34,1,658,1,7,3,1,1,147,1,1,66,1,2,2,3,0,6074,22887,1,0,0,24,4,4,80,0,9,3,3,9,7,0,6
768,40,0,300,2,26,3,4,1,1066,3,1,74,3,2,3,1,1,8396,22217,1,0,1,14,3,2,80,1,8,3,2,7,7,7,5
134,26,0,1355,0,25,1,1,1,177,3,0,61,3,1,5,3,1,2942,8916,1,0,1,23,4,4,80,1,8,3,3,8,7,5,7
1024,47,0,359,1,2,4,5,1,1443,1,0,82,3,4,4,3,1,17169,26703,3,0,1,19,3,2,80,2,26,2,4,20,17,5,6
391,40,0,555,1,2,3,5,1,521,2,0,78,2,2,2,3,1,3448,13436,6,0,1,22,4,2,80,1,20,3,3,1,0,0,0
690,31,0,616,1,12,3,5,1,961,4,0,41,3,2,0,4,1,5855,17369,0,0,0,11,3,3,80,2,10,2,1,9,7,8,5
382,26,1,575,1,3,1,2,1,510,3,1,73,3,1,7,1,0,3102,6582,0,0,1,22,4,3,80,0,7,2,3,6,4,0,4
732,30,1,109,1,5,3,5,1,1017,2,0,60,3,1,2,2,0,2422,25725,0,0,1,17,3,1,80,0,4,3,3,3,2,1,2
1288,35,2,1180,1,2,2,5,1,1804,2,1,90,3,2,1,4,2,5762,24442,2,0,1,14,3,3,80,1,15,6,3,7,7,1,7
699,52,0,1053,1,1,2,1,1,976,4,1,70,3,4,8,4,1,17099,13829,2,0,1,15,3,2,80,1,26,2,2,9,8,7,8
586,24,2,1092,1,9,3,1,1,812,3,1,60,2,1,2,2,2,2694,26551,1,0,1,11,3,3,80,3,1,4,3,1,0,0,0
687,36,0,938,1,2,4,5,1,958,3,1,79,3,1,2,3,0,2519,12287,4,0,1,21,4,3,80,0,16,6,3,11,8,3,9
553,40,0,804,1,2,1,5,1,763,4,0,86,2,1,7,4,0,2342,22929,0,0,0,20,4,4,80,0,5,2,2,4,2,2,3
644,31,0,1222,1,11,4,1,1,895,4,1,48,3,1,7,4,1,2356,14871,3,0,0,19,3,2,80,1,8,2,3,6,4,0,2
1426,32,0,267,1,29,4,1,1,2010,3,0,49,2,1,2,2,0,2837,15919,1,0,1,13,3,3,80,0,6,3,3,6,2,4,1
1225,45,0,1005,1,28,2,2,1,1719,4,0,48,2,4,4,2,0,16704,17119,1,0,1,11,3,3,80,0,21,2,3,21,6,8,6
759,45,0,788,0,24,4,5,1,1049,2,1,36,3,1,5,2,0,2177,8318,1,0,1,16,3,1,80,0,6,3,3,6,3,0,4
638,25,0,583,2,4,1,4,1,885,3,1,87,2,2,3,1,1,4256,18154,1,0,1,12,3,1,80,0,5,1,4,5,2,0,3
1456,35,1,1199,1,18,4,1,1,2049,3,1,80,3,2,0,3,1,5689,24594,1,0,0,14,3,4,80,2,10,2,4,10,2,0,2
1455,40,0,1322,1,2,4,1,1,2048,3,1,52,2,1,7,3,0,2809,2725,2,0,1,14,3,4,80,0,8,2,3,2,2,2,2
1133,43,0,990,1,27,3,2,1,1599,4,1,87,4,1,2,2,2,4876,5855,5,0,1,12,3,3,80,1,8,0,3,6,4,0,2
30,33,0,924,1,2,3,5,1,39,3,1,78,3,1,2,4,0,2496,6670,4,0,1,11,3,4,80,0,7,3,3,1,1,0,0
761,36,0,660,1,15,3,3,1,1052,1,1,81,3,2,2,3,2,4834,7858,7,0,1,14,3,2,80,1,9,3,2,1,0,0,0
789,44,0,1376,0,1,2,5,1,1098,2,1,91,2,3,5,1,1,10482,2326,9,0,1,14,3,4,80,1,24,1,3,20,6,3,6
1232,35,0,1370,1,27,4,1,1,1728,4,1,49,3,2,1,3,1,6883,5151,2,0,1,16,3,2,80,1,17,3,3,7,7,0,7
956,56,0,206,0,8,4,1,1,1338,4,1,99,3,5,8,2,0,19717,4022,6,0,1,14,3,1,80,0,36,4,3,7,3,7,7
1126,50,0,264,2,9,3,4,1,1591,3,1,59,3,5,8,3,1,19331,19519,4,0,0,16,3,3,80,1,27,2,3,1,0,0,0
73,32,0,548,1,1,3,1,1,96,2,1,66,3,2,7,2,1,6220,7346,1,0,1,17,3,2,80,2,10,3,3,10,4,0,9
10,35,0,809,1,16,3,5,1,14,1,1,84,4,1,2,2,1,2426,16479,0,0,1,13,3,3,80,1,6,5,3,5,4,0,3
21,36,0,1218,2,9,4,1,1,27,3,1,82,2,1,6,1,0,3407,6986,7,0,1,23,4,2,80,0,10,4,3,5,3,0,3
1210,33,0,267,1,21,3,5,1,1698,2,1,79,4,1,2,2,1,2028,13637,1,0,1,18,3,4,80,3,14,6,3,14,11,2,13
22,34,0,419,1,7,4,1,1,28,1,0,53,3,3,4,2,0,11994,21293,0,0,1,11,3,3,80,0,13,4,3,12,6,2,11
221,33,0,147,1,4,4,5,1,305,3,0,47,2,1,7,2,1,2622,13248,6,0,1,21,4,4,80,0,7,3,3,3,2,1,1
330,43,1,559,1,10,4,1,1,448,3,0,82,2,2,2,3,2,5257,6227,1,0,1,11,3,2,80,1,9,3,4,9,7,0,0
593,36,0,676,1,1,3,3,1,823,3,0,35,3,2,1,2,1,5228,23361,0,0,1,15,3,1,80,1,10,2,3,9,7,0,5
885,25,0,1356,2,10,4,1,1,1240,3,1,57,3,2,3,4,0,4950,20623,0,0,1,14,3,2,80,0,5,4,3,4,3,1,1
1420,41,0,642,1,1,3,1,1,1999,4,1,76,3,1,7,4,1,2782,21412,3,0,1,22,4,1,80,1,12,3,3,5,3,1,0
1337,28,0,1172,2,3,3,5,1,1875,2,0,78,3,1,6,2,1,2856,3692,1,0,1,19,3,4,80,1,1,3,3,1,0,0,0
509,33,1,1296,1,6,3,1,1,692,3,1,30,3,2,0,4,2,7725,5335,3,0,1,23,4,3,80,1,15,2,1,13,11,4,7
1450,35,0,1146,0,26,4,1,1,2040,3,0,31,3,3,5,4,0,8837,16642,1,0,0,16,3,3,80,0,9,2,3,9,0,1,7
571,26,1,575,1,1,2,1,1,792,1,0,71,1,1,2,4,2,4364,5288,3,0,1,14,3,1,80,1,5,2,3,2,2,2,0
549,34,0,970,1,8,2,5,1,757,2,0,96,3,2,0,3,0,6142,7360,3,0,1,11,3,4,80,0,10,2,3,5,1,4,3
1043,53,0,447,1,2,3,5,1,1472,4,1,39,4,4,4,2,0,16598,19764,4,0,1,12,3,2,80,0,35,2,2,9,8,8,8
1041,28,0,866,2,5,3,5,1,1469,4,1,84,3,2,3,1,0,8463,23490,0,0,1,18,3,4,80,0,6,4,3,5,4,1,3
844,30,0,852,2,10,3,4,1,1179,3,1,72,2,2,3,3,1,6578,2706,1,0,1,18,3,1,80,1,10,3,3,10,3,1,4
461,35,0,195,2,1,3,5,1,620,1,0,80,3,2,3,3,0,4859,6698,1,0,1,16,3,4,80,0,5,3,3,5,4,0,3
934,25,0,266,1,1,3,5,1,1303,4,0,40,3,1,7,2,0,2096,18830,1,0,1,18,3,4,80,0,2,3,2,2,2,2,1
1294,41,0,447,1,5,3,1,1,1814,2,1,85,4,2,0,2,0,6870,15530,3,0,1,12,3,1,80,0,11,3,1,3,2,1,2
1075,32,0,495,1,10,3,5,1,1516,3,1,64,3,3,8,4,0,11244,21072,2,0,1,25,4,2,80,0,10,5,4,5,2,0,0
1163,37,0,1470,1,10,3,5,1,1640,2,0,71,3,1,7,2,1,3936,9953,1,0,1,11,3,1,80,1,8,2,1,8,4,7,7
665,47,0,1454,2,2,4,1,1,925,4,0,65,2,1,6,4,0,3294,13137,1,0,0,18,3,1,80,0,3,3,2,3,2,1,2
295,42,1,555,2,26,3,4,1,404,3,0,77,3,4,3,2,1,13525,14864,5,0,1,14,3,4,80,1,23,2,4,20,4,4,8
972,18,2,1124,1,1,3,1,1,1368,4,0,97,3,1,2,4,0,1611,19305,1,0,1,15,3,3,80,0,0,5,4,0,0,0,0
771,54,0,1082,2,2,4,1,1,1070,3,0,41,2,3,3,3,1,10686,8392,6,0,1,11,3,2,80,1,13,4,3,9,4,7,0
1127,23,0,977,1,10,3,2,1,1592,4,1,45,4,1,7,3,1,2073,12826,2,0,1,16,3,4,80,1,4,2,3,2,2,2,2
311,45,1,1249,1,7,3,1,1,425,1,1,97,3,3,2,1,2,5210,20308,1,0,1,18,3,1,80,1,24,2,3,24,9,9,11
708,36,2,1229,2,8,4,2,1,990,1,1,84,3,2,3,4,2,5079,25952,4,0,1,13,3,4,80,2,12,3,3,7,7,0,7
248,37,0,1017,1,1,2,5,1,340,3,0,83,2,1,7,1,1,3920,18697,2,0,1,14,3,1,80,1,17,2,2,3,1,0,2
103,34,0,665,1,6,4,3,1,138,1,0,41,3,2,7,3,0,4809,12482,1,0,1,14,3,3,80,0,16,3,3,16,13,2,10
1423,22,0,581,1,1,2,1,1,2007,4,1,63,3,1,7,3,0,3375,17624,0,0,1,12,3,4,80,0,4,2,4,3,2,1,2
263,46,0,488,2,2,3,2,1,363,3,0,75,1,4,8,2,1,16872,14977,3,0,0,12,3,2,80,1,28,2,2,7,7,7,7
138,25,0,959,2,28,3,1,1,183,1,1,41,2,2,3,3,1,8639,24835,2,0,1,18,3,4,80,0,6,3,3,2,2,2,2
240,39,0,1431,1,1,4,5,1,332,3,0,96,3,1,2,3,2,2232,15417,7,0,1,14,3,3,80,3,7,1,3,3,2,1,2
368,40,0,575,2,22,2,4,1,492,3,1,68,2,2,3,3,1,6380,6110,2,0,0,12,3,1,80,2,8,6,3,6,4,1,0
1336,55,0,836,1,2,4,2,1,1873,2,1,98,2,1,7,4,1,2662,7975,8,0,1,20,4,2,80,1,19,2,4,5,2,0,4
682,32,2,1184,1,1,3,1,1,951,3,0,70,2,1,2,2,1,2332,3974,6,0,1,20,4,3,80,0,5,3,3,3,0,0,2
95,54,0,1217,1,2,4,2,1,126,1,0,60,3,3,4,3,1,13549,24001,9,0,1,12,3,1,80,1,16,5,1,4,3,0,3
1182,36,2,894,1,1,4,5,1,1662,4,0,33,2,2,1,3,1,4374,15411,0,0,1,15,3,3,80,0,4,6,3,3,2,1,2
852,29,0,1401,1,6,1,5,1,1192,2,0,54,3,1,2,4,1,3131,26342,1,0,1,13,3,1,80,1,10,5,3,10,8,0,8
753,39,1,945,1,22,3,5,1,1043,4,0,82,3,3,1,1,0,10880,5083,1,0,0,13,3,3,80,0,21,2,3,21,6,2,8
604,42,0,933,1,29,3,1,1,836,2,1,98,3,2,1,2,1,4434,11806,1,0,1,13,3,4,80,1,10,3,2,9,8,7,8
1189,33,0,392,2,2,4,5,1,1670,4,1,93,3,2,3,4,2,5505,3921,1,0,1,14,3,3,80,2,6,5,3,6,2,0,4
323,28,0,1157,1,2,4,5,1,440,1,1,84,1,1,7,4,1,3464,24737,5,0,0,13,3,4,80,0,5,4,2,3,2,2,2
209,46,0,644,1,1,4,5,1,288,4,1,97,3,3,0,1,2,9396,12368,7,0,1,16,3,3,80,1,17,3,3,4,2,0,3
602,30,0,946,1,2,3,5,1,833,3,0,52,2,2,1,4,0,6877,20234,5,0,0,24,4,2,80,0,12,4,2,0,0,0,0
1259,30,0,305,1,16,3,1,1,1763,3,1,58,4,2,0,3,1,5294,9128,3,0,1,16,3,3,80,1,10,3,3,7,0,1,7
149,19,0,1181,1,3,1,5,1,201,2,0,79,3,1,2,2,0,1483,16102,1,0,1,14,3,4,80,0,1,3,3,1,0,0,0
1312,31,0,359,0,18,5,0,1,1842,4,1,89,4,1,5,1,1,2956,21495,0,0,1,17,3,3,80,0,2,4,3,1,0,0,0
803,34,2,697,1,3,4,1,1,1115,3,1,40,2,1,7,4,1,2979,22478,3,0,1,17,3,4,80,3,6,2,3,0,0,0,0
357,21,1,756,2,1,1,2,1,478,1,0,99,2,1,6,2,0,2174,9150,1,0,0,11,3,3,80,0,3,3,3,3,2,1,2
250,37,1,504,1,10,3,5,1,342,1,1,61,3,3,1,3,2,10048,22573,6,0,1,11,3,2,80,2,17,5,3,1,0,0,0
818,31,1,793,2,20,3,1,1,1135,3,1,67,4,1,6,4,1,2791,21981,0,0,1,12,3,1,80,1,3,4,3,2,2,2,2
724,24,0,1206,1,17,1,5,1,1009,4,0,41,2,2,1,3,2,4377,24117,1,0,1,15,3,2,80,2,5,6,3,4,2,3,2
19,38,0,371,1,2,3,1,1,24,4,1,45,3,1,7,4,0,3944,4306,5,0,0,11,3,3,80,0,6,3,3,3,2,1,2
870,35,0,1361,2,17,4,1,1,1218,3,1,94,3,2,3,1,1,8966,21026,3,0,0,15,3,4,80,3,15,2,3,7,7,1,7
213,51,0,1469,1,8,4,1,1,296,2,1,81,2,3,4,2,1,12490,15736,5,0,1,16,3,4,80,2,16,5,1,10,9,4,7
1164,40,0,448,1,16,3,1,1,1641,3,0,84,3,3,1,4,0,7945,19948,6,0,0,15,3,4,80,0,18,2,2,4,2,3,3
351,32,0,1062,1,2,3,5,1,471,3,0,75,3,1,2,2,1,2370,3956,1,0,1,13,3,3,80,1,8,4,3,8,0,0,7
1149,27,0,1302,1,19,3,3,1,1619,4,1,67,2,1,2,1,2,4066,16290,1,0,1,11,3,1,80,2,7,3,3,7,7,0,7
547,42,1,933,1,19,3,5,1,752,3,1,57,4,1,7,3,2,2759,20366,6,0,0,12,3,4,80,0,7,2,3,2,2,2,2
294,37,1,889,1,9,3,5,1,403,2,1,53,3,1,7,4,1,2326,11411,1,0,0,12,3,3,80,3,4,3,2,4,2,1,2
671,34,0,546,1,10,3,1,1,934,2,1,83,3,1,2,2,2,2008,6896,1,0,1,14,3,2,80,2,1,3,3,1,0,1,0
287,38,0,688,1,23,4,1,1,393,4,1,82,3,2,0,4,2,5745,18899,9,0,1,14,3,2,80,1,10,2,3,2,2,1,2
458,40,2,1094,2,28,3,3,1,615,3,1,58,1,3,3,1,2,10932,11373,3,0,1,15,3,3,80,1,20,2,3,1,0,0,1
